"Age","Attrition","BusinessTravel","Department","DistanceFromHome","Education","EducationField","Gender","JobRole","MaritalStatus","NumCompaniesWorked","OverTime","TotalWorkingYears"
28,"No","Travel_Rarely","Sales","Very Far",3,"Life Sciences","Male","Sales Executive","Married","0-3","No","0-10"
31,"Yes","Travel_Rarely","Research & Development","Very Far",4,"Medical","Male","Manufacturing Director","Married","0-3","Yes","0-10"
39,"No","Travel_Rarely","Sales","Very Far",4,"Life Sciences","Male","Sales Executive","Married","0-3","Yes","0-10"
51,"No","Travel_Frequently","Sales","Near",3,"Marketing","Male","Sales Executive","Married","0-3","No","11-20"
41,"No","Travel_Frequently","Research & Development","Very Far",3,"Life Sciences","Female","Research Scientist","Divorced","0-3","Yes","11-20"
37,"No","Travel_Rarely","Research & Development","Near",1,"Life Sciences","Male","Research Scientist","Married","7-9","Yes","0-10"
33,"No","Travel_Frequently","Sales","Near",1,"Life Sciences","Male","Sales Executive","Married","4-6","No","0-10"
32,"No","Travel_Rarely","Sales","Near",1,"Marketing","Male","Sales Executive","Married","0-3","Yes","0-10"
39,"No","Non-Travel","Research & Development","Very Far",2,"Life Sciences","Male","Healthcare Representative","Married","0-3","No","11-20"
25,"No","Travel_Rarely","Sales","Far",1,"Life Sciences","Male","Sales Executive","Married","0-3","No","0-10"
52,"No","Travel_Frequently","Research & Development","Very Far",2,"Medical","Female","Manufacturing Director","Married","0-3","Yes","21-30"
43,"No","Travel_Rarely","Research & Development","Near",3,"Medical","Female","Research Scientist","Single","0-3","Yes","11-20"
27,"No","Travel_Rarely","Sales","Near",3,"Marketing","Female","Sales Executive","Married","0-3","Yes","0-10"
27,"Yes","Travel_Rarely","Research & Development","Far",4,"Life Sciences","Female","Research Scientist","Single","0-3","Yes","0-10"
26,"No","Travel_Rarely","Research & Development","Near",1,"Medical","Male","Research Scientist","Single","0-3","No","0-10"
42,"No","Travel_Rarely","Human Resources","Near",3,"Human Resources","Female","Manager","Married","0-3","No","21-30"
52,"No","Travel_Rarely","Research & Development","Near",4,"Other","Female","Laboratory Technician","Married","7-9","No","11-20"
37,"No","Travel_Rarely","Research & Development","Far",3,"Medical","Female","Laboratory Technician","Single","4-6","No","0-10"
35,"No","Travel_Frequently","Research & Development","Far",2,"Life Sciences","Male","Manufacturing Director","Single","0-3","No","0-10"
25,"No","Travel_Rarely","Research & Development","Near",3,"Technical Degree","Male","Laboratory Technician","Married","4-6","No","0-10"
26,"No","Travel_Rarely","Research & Development","Near",3,"Other","Male","Laboratory Technician","Single","0-3","No","0-10"
29,"No","Travel_Rarely","Human Resources","Far",3,"Other","Male","Human Resources","Single","0-3","No","0-10"
49,"Yes","Travel_Frequently","Research & Development","Very Far",2,"Life Sciences","Male","Laboratory Technician","Single","0-3","No","11-20"
29,"Yes","Travel_Frequently","Research & Development","Far",1,"Other","Female","Healthcare Representative","Single","0-3","Yes","0-10"
54,"No","Travel_Rarely","Research & Development","Near",3,"Medical","Female","Research Director","Single","4-6","No","21-30"
58,"No","Travel_Rarely","Research & Development","Near",3,"Medical","Female","Research Director","Married","0-3","Yes","31-40"
55,"No","Travel_Rarely","Research & Development","Near",4,"Medical","Male","Research Director","Divorced","0-3","No","31-40"
36,"No","Travel_Rarely","Sales","Near",4,"Marketing","Female","Sales Executive","Single","0-3","Yes","11-20"
31,"Yes","Travel_Frequently","Sales","Near",4,"Life Sciences","Female","Sales Representative","Single","0-3","No","0-10"
30,"No","Travel_Rarely","Sales","Near",4,"Marketing","Female","Sales Executive","Divorced","7-9","No","0-10"
31,"No","Travel_Rarely","Research & Development","Near",5,"Life Sciences","Female","Research Director","Single","0-3","No","0-10"
34,"No","Travel_Frequently","Research & Development","Near",4,"Other","Male","Research Scientist","Divorced","4-6","No","0-10"
31,"Yes","Travel_Rarely","Research & Development","Near",3,"Life Sciences","Female","Research Scientist","Single","0-3","No","0-10"
27,"No","Travel_Rarely","Research & Development","Far",1,"Life Sciences","Male","Laboratory Technician","Married","0-3","No","0-10"
36,"No","Travel_Rarely","Research & Development","Near",4,"Life Sciences","Male","Laboratory Technician","Single","0-3","No","0-10"
36,"No","Travel_Rarely","Sales","Far",4,"Marketing","Female","Sales Executive","Married","4-6","No","11-20"
47,"No","Travel_Rarely","Research & Development","Near",3,"Technical Degree","Male","Research Scientist","Married","7-9","No","11-20"
25,"Yes","Travel_Rarely","Sales","Near",2,"Life Sciences","Male","Sales Representative","Married","0-3","No","0-10"
37,"No","Non-Travel","Research & Development","Near",2,"Technical Degree","Male","Laboratory Technician","Single","0-3","No","0-10"
56,"No","Travel_Rarely","Research & Development","Near",2,"Life Sciences","Female","Research Scientist","Married","0-3","No","0-10"
47,"No","Travel_Rarely","Research & Development","Near",4,"Medical","Female","Research Director","Married","0-3","No","21-30"
24,"No","Travel_Rarely","Sales","Near",1,"Medical","Female","Sales Executive","Married","0-3","Yes","0-10"
32,"No","Travel_Rarely","Sales","Near",5,"Marketing","Male","Sales Executive","Married","4-6","No","0-10"
34,"No","Travel_Rarely","Research & Development","Near",3,"Life Sciences","Female","Laboratory Technician","Married","4-6","No","0-10"
41,"No","Travel_Rarely","Research & Development","Near",5,"Medical","Male","Research Scientist","Married","0-3","Yes","0-10"
40,"No","Non-Travel","Research & Development","Near",4,"Other","Male","Laboratory Technician","Divorced","0-3","No","11-20"
31,"No","Travel_Rarely","Sales","Near",2,"Life Sciences","Male","Sales Executive","Divorced","0-3","No","11-20"
46,"Yes","Travel_Rarely","Sales","Near",3,"Marketing","Male","Sales Executive","Divorced","4-6","No","21-30"
39,"Yes","Non-Travel","Research & Development","Near",3,"Life Sciences","Female","Laboratory Technician","Single","0-3","Yes","11-20"
31,"Yes","Travel_Frequently","Research & Development","Near",5,"Life Sciences","Female","Manufacturing Director","Single","0-3","No","0-10"
45,"No","Travel_Rarely","Research & Development","Far",3,"Medical","Male","Healthcare Representative","Divorced","0-3","Yes","21-30"
31,"No","Travel_Rarely","Human Resources","Near",2,"Medical","Female","Human Resources","Single","7-9","No","0-10"
31,"Yes","Travel_Frequently","Research & Development","Near",3,"Life Sciences","Male","Laboratory Technician","Married","4-6","Yes","0-10"
45,"No","Travel_Rarely","Research & Development","Very Far",3,"Technical Degree","Male","Manufacturing Director","Married","4-6","Yes","0-10"
48,"No","Travel_Rarely","Sales","Near",3,"Marketing","Male","Sales Executive","Divorced","4-6","No","11-20"
34,"Yes","Travel_Rarely","Human Resources","Near",4,"Technical Degree","Female","Human Resources","Married","0-3","No","0-10"
40,"No","Non-Travel","Research & Development","Near",1,"Medical","Male","Research Director","Divorced","0-3","No","11-20"
28,"No","Travel_Rarely","Sales","Near",3,"Medical","Male","Sales Executive","Single","0-3","No","0-10"
44,"No","Non-Travel","Research & Development","Near",3,"Life Sciences","Male","Laboratory Technician","Single","0-3","No","0-10"
53,"No","Travel_Rarely","Research & Development","Near",3,"Medical","Male","Research Director","Single","4-6","No","31-40"
49,"No","Travel_Rarely","Research & Development","Near",4,"Technical Degree","Male","Healthcare Representative","Married","0-3","No","11-20"
40,"No","Travel_Rarely","Research & Development","Near",3,"Medical","Male","Research Scientist","Divorced","0-3","No","0-10"
44,"No","Travel_Rarely","Research & Development","Far",3,"Life Sciences","Male","Research Scientist","Single","0-3","No","0-10"
33,"No","Travel_Frequently","Sales","Near",3,"Medical","Male","Sales Executive","Married","0-3","No","0-10"
34,"No","Travel_Rarely","Sales","Near",3,"Other","Male","Sales Executive","Single","0-3","No","11-20"
30,"No","Travel_Rarely","Sales","Far",1,"Life Sciences","Male","Sales Executive","Married","7-9","No","0-10"
42,"No","Travel_Frequently","Research & Development","Near",2,"Medical","Female","Laboratory Technician","Single","0-3","No","11-20"
44,"No","Travel_Frequently","Sales","Near",5,"Marketing","Female","Sales Executive","Married","7-9","No","11-20"
30,"No","Non-Travel","Research & Development","Near",3,"Technical Degree","Male","Research Scientist","Divorced","0-3","No","0-10"
57,"No","Travel_Rarely","Research & Development","Near",2,"Life Sciences","Male","Research Scientist","Married","0-3","No","11-20"
49,"No","Travel_Rarely","Research & Development","Near",4,"Life Sciences","Male","Healthcare Representative","Divorced","0-3","No","21-30"
34,"No","Travel_Frequently","Research & Development","Far",3,"Medical","Male","Research Director","Divorced","7-9","No","11-20"
28,"Yes","Travel_Frequently","Sales","Near",3,"Technical Degree","Male","Sales Representative","Married","0-3","No","0-10"
29,"Yes","Travel_Frequently","Sales","Far",3,"Technical Degree","Female","Sales Executive","Single","4-6","No","0-10"
34,"Yes","Travel_Rarely","Sales","Very Far",4,"Medical","Female","Sales Executive","Single","0-3","Yes","11-20"
35,"No","Travel_Rarely","Sales","Near",1,"Life Sciences","Male","Sales Representative","Married","0-3","No","0-10"
24,"Yes","Travel_Frequently","Research & Development","Near",3,"Medical","Male","Laboratory Technician","Single","0-3","Yes","0-10"
24,"No","Non-Travel","Sales","Far",2,"Life Sciences","Female","Sales Representative","Married","0-3","No","0-10"
44,"No","Travel_Frequently","Research & Development","Near",1,"Medical","Male","Manufacturing Director","Single","4-6","Yes","11-20"
29,"No","Travel_Rarely","Sales","Far",3,"Life Sciences","Male","Sales Executive","Divorced","0-3","No","0-10"
30,"No","Travel_Rarely","Human Resources","Near",3,"Life Sciences","Male","Human Resources","Divorced","0-3","No","0-10"
55,"No","Travel_Rarely","Research & Development","Near",4,"Life Sciences","Male","Healthcare Representative","Married","0-3","Yes","0-10"
33,"No","Travel_Rarely","Research & Development","Near",4,"Medical","Female","Laboratory Technician","Married","7-9","No","0-10"
47,"No","Travel_Rarely","Sales","Far",3,"Medical","Female","Sales Executive","Married","0-3","Yes","11-20"
28,"Yes","Travel_Frequently","Research & Development","Near",2,"Medical","Male","Laboratory Technician","Single","7-9","No","0-10"
28,"No","Travel_Rarely","Research & Development","Near",3,"Life Sciences","Male","Research Scientist","Divorced","0-3","No","0-10"
28,"No","Travel_Frequently","Sales","Near",3,"Life Sciences","Male","Sales Executive","Single","0-3","No","0-10"
49,"No","Travel_Rarely","Research & Development","Near",2,"Medical","Female","Laboratory Technician","Married","4-6","No","0-10"
29,"No","Travel_Frequently","Research & Development","Near",1,"Life Sciences","Female","Laboratory Technician","Married","0-3","No","0-10"
28,"No","Travel_Rarely","Research & Development","Very Far",1,"Life Sciences","Male","Manufacturing Director","Married","0-3","No","0-10"
33,"No","Travel_Rarely","Research & Development","Near",5,"Life Sciences","Male","Healthcare Representative","Single","0-3","Yes","11-20"
32,"No","Travel_Rarely","Research & Development","Near",3,"Medical","Male","Manager","Single","0-3","No","0-10"
54,"No","Travel_Frequently","Research & Development","Far",4,"Medical","Female","Manager","Divorced","0-3","No","21-30"
29,"Yes","Travel_Rarely","Research & Development","Near",4,"Technical Degree","Male","Research Scientist","Single","4-6","No","11-20"
44,"No","Travel_Rarely","Research & Development","Very Far",3,"Life Sciences","Male","Research Director","Married","0-3","No","21-30"
39,"No","Travel_Rarely","Research & Development","Near",3,"Life Sciences","Female","Manufacturing Director","Single","4-6","No","0-10"
46,"No","Travel_Rarely","Sales","Near",3,"Life Sciences","Female","Manager","Married","7-9","No","21-30"
35,"No","Travel_Rarely","Research & Development","Far",3,"Life Sciences","Female","Healthcare Representative","Single","0-3","No","11-20"
23,"No","Travel_Rarely","Research & Development","Far",1,"Life Sciences","Male","Laboratory Technician","Single","0-3","No","0-10"
40,"Yes","Travel_Rarely","Research & Development","Near",4,"Life Sciences","Male","Laboratory Technician","Single","0-3","No","11-20"
34,"No","Travel_Rarely","Sales","Near",3,"Technical Degree","Male","Sales Executive","Married","0-3","Yes","0-10"
31,"Yes","Travel_Frequently","Research & Development","Near",3,"Life Sciences","Female","Research Scientist","Single","0-3","No","0-10"
50,"No","Travel_Frequently","Research & Development","Very Far",5,"Medical","Male","Research Director","Single","0-3","Yes","31-40"
34,"No","Travel_Rarely","Sales","Near",2,"Technical Degree","Male","Sales Representative","Married","0-3","Yes","11-20"
42,"No","Travel_Rarely","Research & Development","Near",3,"Medical","Male","Laboratory Technician","Married","4-6","No","0-10"
37,"No","Travel_Rarely","Research & Development","Far",3,"Medical","Male","Research Scientist","Married","0-3","No","0-10"
29,"No","Travel_Rarely","Research & Development","Near",1,"Other","Female","Healthcare Representative","Married","0-3","No","0-10"
33,"No","Travel_Rarely","Research & Development","Very Far",3,"Life Sciences","Male","Manufacturing Director","Single","0-3","No","0-10"
45,"No","Travel_Rarely","Research & Development","Very Far",3,"Technical Degree","Male","Research Scientist","Married","4-6","No","0-10"
42,"No","Travel_Frequently","Research & Development","Near",3,"Life Sciences","Male","Healthcare Representative","Married","0-3","Yes","21-30"
40,"No","Travel_Rarely","Sales","Near",2,"Medical","Male","Sales Executive","Married","0-3","No","0-10"
33,"No","Travel_Rarely","Research & Development","Very Far",4,"Life Sciences","Male","Laboratory Technician","Married","0-3","Yes","11-20"
40,"No","Travel_Rarely","Human Resources","Near",2,"Medical","Male","Manager","Single","0-3","Yes","21-30"
24,"No","Travel_Rarely","Research & Development","Very Far",2,"Technical Degree","Male","Laboratory Technician","Divorced","0-3","No","0-10"
